topic,category,question,option,is_correct,explanation
Revenue Recognition,Revenue Recognition,According to the 5-step model when is revenue recognized?,When each performance obligation is satisfied,true,Revenue recognized when each performance obligation is satisfied — when control transfers to the customer. Cash receipt and invoicing are irrelevant to timing.
Revenue Recognition,Revenue Recognition,According to the 5-step model when is revenue recognized?,At the end of the fiscal year,false,Revenue recognized when each performance obligation is satisfied — when control transfers to the customer. Cash receipt and invoicing are irrelevant to timing.
Revenue Recognition,Revenue Recognition,$800 phone bundle: 60% hardware delivered day 1 and 40% software over 2 years. Revenue recognized on day 1?,$800 — full price,false,Two obligations: hardware satisfied at delivery and software over 2 years. Day 1: 60% x $800 = $480 recognized. Software: 40% x $800 = $320 recognized over 2 years at about $160 per year.
Revenue Recognition,Revenue Recognition,$800 phone bundle: 60% hardware delivered day 1 and 40% software over 2 years. Revenue recognized on day 1?,$480 — hardware portion only,true,Two obligations: hardware satisfied at delivery and software over 2 years. Day 1: 60% x $800 = $480 recognized. Software: 40% x $800 = $320 recognized over 2 years at about $160 per year.
Revenue Recognition,Revenue Recognition,$800 phone bundle: 60% hardware delivered day 1 and 40% software over 2 years. Revenue recognized on day 1?,$400 — half the price,false,Two obligations: hardware satisfied at delivery and software over 2 years. Day 1: 60% x $800 = $480 recognized. Software: 40% x $800 = $320 recognized over 2 years at about $160 per year.
Revenue Recognition,Revenue Recognition,$800 phone bundle: 60% hardware delivered day 1 and 40% software over 2 years. Revenue recognized on day 1?,$0 — wait until everything delivered,false,Two obligations: hardware satisfied at delivery and software over 2 years. Day 1: 60% x $800 = $480 recognized. Software: 40% x $800 = $320 recognized over 2 years at about $160 per year.
Revenue Recognition,Revenue Recognition,Costco receives $600 in annual membership fees on January 1. How is this recorded?,Revenue $600 — cash received,false,Cash received but service not yet provided — performance obligation not satisfied — Deferred Revenue liability $600. Each month $50 converts to revenue as store access is provided.
Revenue Recognition,Revenue Recognition,Costco receives $600 in annual membership fees on January 1. How is this recorded?,Deferred Revenue $600 — liability until earned,true,Cash received but service not yet provided — performance obligation not satisfied — Deferred Revenue liability $600. Each month $50 converts to revenue as store access is provided.
Revenue Recognition,Revenue Recognition,Costco receives $600 in annual membership fees on January 1. How is this recorded?,Retained Earnings $600,false,Cash received but service not yet provided — performance obligation not satisfied — Deferred Revenue liability $600. Each month $50 converts to revenue as store access is provided.
Revenue Recognition,Revenue Recognition,Costco receives $600 in annual membership fees on January 1. How is this recorded?,Accounts Receivable $600,false,Cash received but service not yet provided — performance obligation not satisfied — Deferred Revenue liability $600. Each month $50 converts to revenue as store access is provided.
Revenue Recognition,Revenue Recognition,Construction company is 1 year into a 6-year government road contract. Can they recognize revenue in year 1?,No — wait until the road is complete,false,Long-term contracts recognize revenue OVER TIME as work is performed — not just at completion. Each year the company satisfies a portion of its obligation and recognizes proportional revenue.
Revenue Recognition,Revenue Recognition,Construction company is 1 year into a 6-year government road contract. Can they recognize revenue in year 1?,Yes — recognized over time as performance obligation is progressively satisfied,true,Long-term contracts recognize revenue OVER TIME as work is performed — not just at completion. Each year the company satisfies a portion of its obligation and recognizes proportional revenue.
Revenue Recognition,Revenue Recognition,Construction company is 1 year into a 6-year government road contract. Can they recognize revenue in year 1?,Only if they have been paid,false,Long-term contracts recognize revenue OVER TIME as work is performed — not just at completion. Each year the company satisfies a portion of its obligation and recognizes proportional revenue.
Revenue Recognition,Revenue Recognition,Construction company is 1 year into a 6-year government road contract. Can they recognize revenue in year 1?,Only in the final year when the road is delivered,false,Long-term contracts recognize revenue OVER TIME as work is performed — not just at completion. Each year the company satisfies a portion of its obligation and recognizes proportional revenue.
Standards,GAAP & Oversight,What does an external audit opinion guarantee?,Statements are 100% accurate and error-free,false,Auditors provide REASONABLE ASSURANCE — not a guarantee. They test for material misstatements large enough to change a decision. Small errors may exist. They do not certify profitability or stock value.
Standards,GAAP & Oversight,What does an external audit opinion guarantee?,Reasonable assurance — free of material misstatements not a guarantee,true,Auditors provide REASONABLE ASSURANCE — not a guarantee. They test for material misstatements large enough to change a decision. Small errors may exist. They do not certify profitability or stock value.
Standards,GAAP & Oversight,What does an external audit opinion guarantee?,The company is profitable and well-managed,false,Auditors provide REASONABLE ASSURANCE — not a guarantee. They test for material misstatements large enough to change a decision. Small errors may exist. They do not certify profitability or stock value.
Standards,GAAP & Oversight,What does an external audit opinion guarantee?,The stock price is fairly valued,false,Auditors provide REASONABLE ASSURANCE — not a guarantee. They test for material misstatements large enough to change a decision. Small errors may exist. They do not certify profitability or stock value.
Standards,GAAP & Oversight,Which body oversees all publicly traded companies in the US?,AICPA,false,The SEC oversees all publicly traded companies — requires them to file financial statements and enforces securities law. FASB sets GAAP standards. AICPA governs auditors.
Standards,GAAP & Oversight,Which body oversees all publicly traded companies in the US?,FASB,false,The SEC oversees all publicly traded companies — requires them to file financial statements and enforces securities law. FASB sets GAAP standards. AICPA governs auditors.
Standards,GAAP & Oversight,Which body oversees all publicly traded companies in the US?,SEC — Securities and Exchange Commission,true,The SEC oversees all publicly traded companies — requires them to file financial statements and enforces securities law. FASB sets GAAP standards. AICPA governs auditors.
Standards,GAAP & Oversight,Which body oversees all publicly traded companies in the US?,The Federal Reserve,false,The SEC oversees all publicly traded companies — requires them to file financial statements and enforces securities law. FASB sets GAAP standards. AICPA governs auditors.
Standards,GAAP & Oversight,Which inventory method choice does GAAP permit?,Whether to file a Balance Sheet,false,GAAP allows choices — inventory method is a key example. Companies can use FIFO LIFO or Average Cost and get different reported profits from identical inventory. Accounting is not an exact science.
Standards,GAAP & Oversight,Which inventory method choice does GAAP permit?,FIFO LIFO or Average Cost,true,GAAP allows choices — inventory method is a key example. Companies can use FIFO LIFO or Average Cost and get different reported profits from identical inventory. Accounting is not an exact science.
Standards,GAAP & Oversight,Which inventory method choice does GAAP permit?,Whether to report revenue at all,false,GAAP allows choices — inventory method is a key example. Companies can use FIFO LIFO or Average Cost and get different reported profits from identical inventory. Accounting is not an exact science.
Standards,GAAP & Oversight,Which inventory method choice does GAAP permit?,Whether assets must equal liabilities plus equity,false,GAAP allows choices — inventory method is a key example. Companies can use FIFO LIFO or Average Cost and get different reported profits from identical inventory. Accounting is not an exact science.
Standards,GAAP & Oversight,What is MD&A?,A type of depreciation method,false,MD&A = Management Discussion and Analysis. Required section outside the formal financial statements where management explains results discusses risks and gives forward-looking commentary. Often contains context the numbers alone do not reveal.
Standards,GAAP & Oversight,What is MD&A?,Management Discussion and Analysis — management's narrative on performance and outlook,true,MD&A = Management Discussion and Analysis. Required section outside the formal financial statements where management explains results discusses risks and gives forward-looking commentary. Often contains context the numbers alone do not reveal.
Standards,GAAP & Oversight,What is MD&A?,The main depreciation account on the Balance Sheet,false,MD&A = Management Discussion and Analysis. Required section outside the formal financial statements where management explains results discusses risks and gives forward-looking commentary. Often contains context the numbers alone do not reveal.
Standards,GAAP & Oversight,What is MD&A?,A measure of dividend yield,false,MD&A = Management Discussion and Analysis. Required section outside the formal financial statements where management explains results discusses risks and gives forward-looking commentary. Often contains context the numbers alone do not reveal.
Foundations,Accounting Equation,Which equation is the foundation of double-entry accounting?,Assets + Liabilities = Owners Equity,false,The correct equation is Assets = Liabilities + Owners Equity. Both sides must always be equal — this is what makes double-entry accounting self-checking.
Foundations,Accounting Equation,Which equation is the foundation of double-entry accounting?,Assets = Liabilities + Owners Equity,true,The correct equation is Assets = Liabilities + Owners Equity. Both sides must always be equal — this is what makes double-entry accounting self-checking.
Foundations,Accounting Equation,Which equation is the foundation of double-entry accounting?,Assets = Revenue - Expenses,false,The correct equation is Assets = Liabilities + Owners Equity. Both sides must always be equal — this is what makes double-entry accounting self-checking.
Foundations,Accounting Equation,Which equation is the foundation of double-entry accounting?,Equity = Assets + Liabilities,false,The correct equation is Assets = Liabilities + Owners Equity. Both sides must always be equal — this is what makes double-entry accounting self-checking.
Foundations,Accounting Equation,Uses of funds = Sources of funds describes which relationship?,The matching principle,false,Uses of funds = Sources of funds is another way of expressing Assets = Liabilities + Equity. Assets are what the firm uses funds for; liabilities and equity are where it got those funds.
Foundations,Accounting Equation,Uses of funds = Sources of funds describes which relationship?,The accounting equation — Assets = Liabilities + Equity,true,Uses of funds = Sources of funds is another way of expressing Assets = Liabilities + Equity. Assets are what the firm uses funds for; liabilities and equity are where it got those funds.
Foundations,Accounting Equation,Uses of funds = Sources of funds describes which relationship?,The revenue recognition principle,false,Uses of funds = Sources of funds is another way of expressing Assets = Liabilities + Equity. Assets are what the firm uses funds for; liabilities and equity are where it got those funds.
Foundations,Accounting Equation,Uses of funds = Sources of funds describes which relationship?,The cash conversion cycle,false,Uses of funds = Sources of funds is another way of expressing Assets = Liabilities + Equity. Assets are what the firm uses funds for; liabilities and equity are where it got those funds.
Foundations,Accrual Accounting,Accrual-based accounting records revenues and expenses when they are...,Cash is received or paid,false,Accrual accounting records revenue when EARNED (performance obligation satisfied) and expenses when INCURRED — NOT when cash changes hands. This better matches revenues with the expenses that helped create them.
Foundations,Accrual Accounting,Accrual-based accounting records revenues and expenses when they are...,Earned and incurred — regardless of when cash changes hands,true,Accrual accounting records revenue when EARNED (performance obligation satisfied) and expenses when INCURRED — NOT when cash changes hands. This better matches revenues with the expenses that helped create them.
Foundations,Accrual Accounting,Accrual-based accounting records revenues and expenses when they are...,Budgeted and forecasted,false,Accrual accounting records revenue when EARNED (performance obligation satisfied) and expenses when INCURRED — NOT when cash changes hands. This better matches revenues with the expenses that helped create them.
Foundations,Accrual Accounting,Accrual-based accounting records revenues and expenses when they are...,Reported to the SEC,false,Accrual accounting records revenue when EARNED (performance obligation satisfied) and expenses when INCURRED — NOT when cash changes hands. This better matches revenues with the expenses that helped create them.
Foundations,Accrual Accounting,A firm received $12000 cash on October 1 for a one-year service contract. How much revenue is recognized in the current year (ending December 31)?,Zero — no revenue until fully performed,false,3 months (Oct-Dec) of the 12-month contract have been performed by year-end. Revenue recognized = $12000 x 3/12 = $3000. You recognize revenue as the performance obligation is satisfied over time.
Foundations,Accrual Accounting,A firm received $12000 cash on October 1 for a one-year service contract. How much revenue is recognized in the current year (ending December 31)?,$12000 — all cash was received this year,false,3 months (Oct-Dec) of the 12-month contract have been performed by year-end. Revenue recognized = $12000 x 3/12 = $3000. You recognize revenue as the performance obligation is satisfied over time.
Foundations,Accrual Accounting,A firm received $12000 cash on October 1 for a one-year service contract. How much revenue is recognized in the current year (ending December 31)?,$3000 — three months of service have been provided,true,3 months (Oct-Dec) of the 12-month contract have been performed by year-end. Revenue recognized = $12000 x 3/12 = $3000. You recognize revenue as the performance obligation is satisfied over time.
Foundations,Accrual Accounting,A firm received $12000 cash on October 1 for a one-year service contract. How much revenue is recognized in the current year (ending December 31)?,$6000 — half the year,false,3 months (Oct-Dec) of the 12-month contract have been performed by year-end. Revenue recognized = $12000 x 3/12 = $3000. You recognize revenue as the performance obligation is satisfied over time.
Foundations,Matching Principle,Ford sold a car two years ago with a bumper-to-bumper warranty. Today they pay $800 for a warranty repair. When was the warranty EXPENSE recorded?,Today — when the repair is made,false,The warranty expense was recorded TWO YEARS AGO when the car was sold. Ford estimated future warranty costs at point of sale and matched that expense to the revenue from selling the car. The repair today just draws down the liability already established.
Foundations,Matching Principle,Ford sold a car two years ago with a bumper-to-bumper warranty. Today they pay $800 for a warranty repair. When was the warranty EXPENSE recorded?,Last year — midpoint of warranty period,false,The warranty expense was recorded TWO YEARS AGO when the car was sold. Ford estimated future warranty costs at point of sale and matched that expense to the revenue from selling the car. The repair today just draws down the liability already established.
Foundations,Matching Principle,Ford sold a car two years ago with a bumper-to-bumper warranty. Today they pay $800 for a warranty repair. When was the warranty EXPENSE recorded?,Two years ago — when the car was sold,true,The warranty expense was recorded TWO YEARS AGO when the car was sold. Ford estimated future warranty costs at point of sale and matched that expense to the revenue from selling the car. The repair today just draws down the liability already established.
Foundations,Matching Principle,Ford sold a car two years ago with a bumper-to-bumper warranty. Today they pay $800 for a warranty repair. When was the warranty EXPENSE recorded?,It is capitalized and depreciated,false,The warranty expense was recorded TWO YEARS AGO when the car was sold. Ford estimated future warranty costs at point of sale and matched that expense to the revenue from selling the car. The repair today just draws down the liability already established.
Foundations,Matching Principle,Your employees work the last week of December but are not paid until January 4. When is the wage expense recorded?,January — when cash leaves the firm,false,December — the employees performed work IN December generating December revenue. Under accrual accounting you record the expense (and an accrued liability) in December regardless of when cash is paid out. Match expense to the period the work was done.
Foundations,Matching Principle,Your employees work the last week of December but are not paid until January 4. When is the wage expense recorded?,December — when the work was performed,true,December — the employees performed work IN December generating December revenue. Under accrual accounting you record the expense (and an accrued liability) in December regardless of when cash is paid out. Match expense to the period the work was done.
Foundations,Matching Principle,Your employees work the last week of December but are not paid until January 4. When is the wage expense recorded?,Split evenly between December and January,false,December — the employees performed work IN December generating December revenue. Under accrual accounting you record the expense (and an accrued liability) in December regardless of when cash is paid out. Match expense to the period the work was done.
Foundations,Matching Principle,Your employees work the last week of December but are not paid until January 4. When is the wage expense recorded?,When the payroll is processed in the new year,false,December — the employees performed work IN December generating December revenue. Under accrual accounting you record the expense (and an accrued liability) in December regardless of when cash is paid out. Match expense to the period the work was done.
Foundations,Matching Principle,Research and development costs are expensed immediately because...,R&D is never valuable enough to capitalize,false,R&D cannot be matched to specific future revenues — it is uncertain whether revenue will result AND when. The matching principle says: if you cannot match an expense to revenue recognize it immediately. R&D is always expensed as incurred under GAAP.
Foundations,Matching Principle,Research and development costs are expensed immediately because...,They cannot be matched to specific future revenue with enough certainty,true,R&D cannot be matched to specific future revenues — it is uncertain whether revenue will result AND when. The matching principle says: if you cannot match an expense to revenue recognize it immediately. R&D is always expensed as incurred under GAAP.
Foundations,Matching Principle,Research and development costs are expensed immediately because...,The IRS requires it for tax purposes,false,R&D cannot be matched to specific future revenues — it is uncertain whether revenue will result AND when. The matching principle says: if you cannot match an expense to revenue recognize it immediately. R&D is always expensed as incurred under GAAP.
Foundations,Matching Principle,Research and development costs are expensed immediately because...,R&D assets cannot be physically measured,false,R&D cannot be matched to specific future revenues — it is uncertain whether revenue will result AND when. The matching principle says: if you cannot match an expense to revenue recognize it immediately. R&D is always expensed as incurred under GAAP.
Balance Sheet,Format,On a balance sheet assets are listed in order of...,Dollar amount (largest first),false,Assets are listed in order of LIQUIDITY — how quickly they can be converted to cash. Cash comes first followed by A/R inventory and finally long-term assets like equipment and land.
Balance Sheet,Format,On a balance sheet assets are listed in order of...,Liquidity — most easily converted to cash first,true,Assets are listed in order of LIQUIDITY — how quickly they can be converted to cash. Cash comes first followed by A/R inventory and finally long-term assets like equipment and land.
Balance Sheet,Format,On a balance sheet assets are listed in order of...,Date acquired,false,Assets are listed in order of LIQUIDITY — how quickly they can be converted to cash. Cash comes first followed by A/R inventory and finally long-term assets like equipment and land.
Balance Sheet,Format,On a balance sheet assets are listed in order of...,Importance to operations,false,Assets are listed in order of LIQUIDITY — how quickly they can be converted to cash. Cash comes first followed by A/R inventory and finally long-term assets like equipment and land.
Balance Sheet,Format,On a balance sheet liabilities are listed in order of...,Size — largest first,false,Liabilities are listed in order of MATURITY — when they come due. Current liabilities (due within one year) are listed before long-term liabilities (due beyond one year).
Balance Sheet,Format,On a balance sheet liabilities are listed in order of...,Maturity — shortest due date first,true,Liabilities are listed in order of MATURITY — when they come due. Current liabilities (due within one year) are listed before long-term liabilities (due beyond one year).
Balance Sheet,Format,On a balance sheet liabilities are listed in order of...,Risk to the company,false,Liabilities are listed in order of MATURITY — when they come due. Current liabilities (due within one year) are listed before long-term liabilities (due beyond one year).
Balance Sheet,Format,On a balance sheet liabilities are listed in order of...,Alphabetically,false,Liabilities are listed in order of MATURITY — when they come due. Current liabilities (due within one year) are listed before long-term liabilities (due beyond one year).
Balance Sheet,Retained Earnings,Ending Retained Earnings is calculated as...,Beginning RE + Net Income,false,Ending RE = Beginning RE + Net Income - Dividends. Dividends are distributions to shareholders that reduce retained earnings. Only CASH dividends affect retained earnings — stock dividends do not.
Balance Sheet,Retained Earnings,Ending Retained Earnings is calculated as...,Net Income - Dividends,false,Ending RE = Beginning RE + Net Income - Dividends. Dividends are distributions to shareholders that reduce retained earnings. Only CASH dividends affect retained earnings — stock dividends do not.
Balance Sheet,Retained Earnings,Ending Retained Earnings is calculated as...,Beginning RE + Net Income - Dividends,true,Ending RE = Beginning RE + Net Income - Dividends. Dividends are distributions to shareholders that reduce retained earnings. Only CASH dividends affect retained earnings — stock dividends do not.
Balance Sheet,Retained Earnings,Ending Retained Earnings is calculated as...,Total Revenue - Total Expenses,false,Ending RE = Beginning RE + Net Income - Dividends. Dividends are distributions to shareholders that reduce retained earnings. Only CASH dividends affect retained earnings — stock dividends do not.
Balance Sheet,Classification,Which of the following is a CURRENT asset?,Equipment,false,Current assets convert to cash within one year. Inventory (can be sold within a year) is current. Equipment land and buildings are long-term assets because they provide service over many years.
Balance Sheet,Classification,Which of the following is a CURRENT asset?,Inventory,true,Current assets convert to cash within one year. Inventory (can be sold within a year) is current. Equipment land and buildings are long-term assets because they provide service over many years.
Balance Sheet,Classification,Which of the following is a CURRENT asset?,Land,false,Current assets convert to cash within one year. Inventory (can be sold within a year) is current. Equipment land and buildings are long-term assets because they provide service over many years.
Balance Sheet,Classification,Which of the following is a CURRENT asset?,Building,false,Current assets convert to cash within one year. Inventory (can be sold within a year) is current. Equipment land and buildings are long-term assets because they provide service over many years.
Balance Sheet,Classification,Deferred revenue (unearned revenue) appears on the balance sheet as a...,Current asset,false,Deferred revenue is a LIABILITY — the company received cash but has not yet earned it (performance obligation not yet satisfied). It represents an obligation to deliver goods or services in the future.
Balance Sheet,Classification,Deferred revenue (unearned revenue) appears on the balance sheet as a...,Liability,true,Deferred revenue is a LIABILITY — the company received cash but has not yet earned it (performance obligation not yet satisfied). It represents an obligation to deliver goods or services in the future.
Balance Sheet,Classification,Deferred revenue (unearned revenue) appears on the balance sheet as a...,Owners equity account,false,Deferred revenue is a LIABILITY — the company received cash but has not yet earned it (performance obligation not yet satisfied). It represents an obligation to deliver goods or services in the future.
Balance Sheet,Classification,Deferred revenue (unearned revenue) appears on the balance sheet as a...,Contra-revenue on the income statement,false,Deferred revenue is a LIABILITY — the company received cash but has not yet earned it (performance obligation not yet satisfied). It represents an obligation to deliver goods or services in the future.
Income Statement,Revenue Recognition,Two conditions BOTH required to recognize revenue are...,Work performed AND cash received,false,Revenue requires: (1) performance obligation SATISFIED (work done or goods delivered) AND (2) collection is PROBABLE. Cash does not have to be received — selling on account is fine if collection is probable.
Income Statement,Revenue Recognition,Two conditions BOTH required to recognize revenue are...,Performance obligation satisfied AND collection is probable,true,Revenue requires: (1) performance obligation SATISFIED (work done or goods delivered) AND (2) collection is PROBABLE. Cash does not have to be received — selling on account is fine if collection is probable.
Income Statement,Revenue Recognition,Two conditions BOTH required to recognize revenue are...,Contract signed AND invoice sent,false,Revenue requires: (1) performance obligation SATISFIED (work done or goods delivered) AND (2) collection is PROBABLE. Cash does not have to be received — selling on account is fine if collection is probable.
Income Statement,Revenue Recognition,Two conditions BOTH required to recognize revenue are...,Revenue budgeted AND approved by management,false,Revenue requires: (1) performance obligation SATISFIED (work done or goods delivered) AND (2) collection is PROBABLE. Cash does not have to be received — selling on account is fine if collection is probable.
Income Statement,Revenue Recognition,Costco receives a member's $65 annual fee on July 1. How much revenue does Costco recognize on July 1?,$65 — full payment received,false,$0 on July 1 because no time has passed yet. Performance obligation (allowing warehouse access) is satisfied as time passes. Costco recognizes approximately $5.42/month (~1/12 of $65) as each month of membership is provided.
Income Statement,Revenue Recognition,Costco receives a member's $65 annual fee on July 1. How much revenue does Costco recognize on July 1?,$0 — no time has passed yet,true,$0 on July 1 because no time has passed yet. Performance obligation (allowing warehouse access) is satisfied as time passes. Costco recognizes approximately $5.42/month (~1/12 of $65) as each month of membership is provided.
Income Statement,Revenue Recognition,Costco receives a member's $65 annual fee on July 1. How much revenue does Costco recognize on July 1?,$32.50 — half the annual fee,false,$0 on July 1 because no time has passed yet. Performance obligation (allowing warehouse access) is satisfied as time passes. Costco recognizes approximately $5.42/month (~1/12 of $65) as each month of membership is provided.
Income Statement,Revenue Recognition,Costco receives a member's $65 annual fee on July 1. How much revenue does Costco recognize on July 1?,$5.42 — one month of service,false,$0 on July 1 because no time has passed yet. Performance obligation (allowing warehouse access) is satisfied as time passes. Costco recognizes approximately $5.42/month (~1/12 of $65) as each month of membership is provided.
Income Statement,Revenue Recognition,A firm has a 6-year government road contract. After year 1 (1/6 complete) collection is probable. How much revenue is recognized?,None — contract not complete,false,Use the percentage-of-completion method. 1/6 of the work is done and collection is probable — recognize 1/6 of total contract revenue. Waiting until year 6 would misrepresent performance in earlier years.
Income Statement,Revenue Recognition,A firm has a 6-year government road contract. After year 1 (1/6 complete) collection is probable. How much revenue is recognized?,1/6 of total contract revenue,true,Use the percentage-of-completion method. 1/6 of the work is done and collection is probable — recognize 1/6 of total contract revenue. Waiting until year 6 would misrepresent performance in earlier years.
Income Statement,Revenue Recognition,A firm has a 6-year government road contract. After year 1 (1/6 complete) collection is probable. How much revenue is recognized?,Full contract revenue — contract is signed,false,Use the percentage-of-completion method. 1/6 of the work is done and collection is probable — recognize 1/6 of total contract revenue. Waiting until year 6 would misrepresent performance in earlier years.
Income Statement,Revenue Recognition,A firm has a 6-year government road contract. After year 1 (1/6 complete) collection is probable. How much revenue is recognized?,Only the amount already billed and collected,false,Use the percentage-of-completion method. 1/6 of the work is done and collection is probable — recognize 1/6 of total contract revenue. Waiting until year 6 would misrepresent performance in earlier years.
Income Statement,Components,Gross Profit is calculated as...,Net Income minus Taxes,false,Gross Profit = Revenue - Cost of Goods Sold. It represents profit before operating expenses. Operating Income then subtracts operating expenses from Gross Profit. Net Income is after ALL expenses including taxes.
Income Statement,Components,Gross Profit is calculated as...,Revenue minus Cost of Goods Sold,true,Gross Profit = Revenue - Cost of Goods Sold. It represents profit before operating expenses. Operating Income then subtracts operating expenses from Gross Profit. Net Income is after ALL expenses including taxes.
Income Statement,Components,Gross Profit is calculated as...,Revenue minus all operating expenses,false,Gross Profit = Revenue - Cost of Goods Sold. It represents profit before operating expenses. Operating Income then subtracts operating expenses from Gross Profit. Net Income is after ALL expenses including taxes.
Income Statement,Components,Gross Profit is calculated as...,Operating Income plus depreciation,false,Gross Profit = Revenue - Cost of Goods Sold. It represents profit before operating expenses. Operating Income then subtracts operating expenses from Gross Profit. Net Income is after ALL expenses including taxes.
Income Statement,Components,Which of the following is a NON-OPERATING item on an income statement?,Wage expense,false,Non-operating items relate to FINANCING or INVESTING activities — not the main business. Interest expense (on debt) and gains/losses on asset sales are non-operating. Wages utilities rent and COGS are all operating expenses.
Income Statement,Components,Which of the following is a NON-OPERATING item on an income statement?,Utilities expense,false,Non-operating items relate to FINANCING or INVESTING activities — not the main business. Interest expense (on debt) and gains/losses on asset sales are non-operating. Wages utilities rent and COGS are all operating expenses.
Income Statement,Components,Which of the following is a NON-OPERATING item on an income statement?,Interest expense on long-term debt,true,Non-operating items relate to FINANCING or INVESTING activities — not the main business. Interest expense (on debt) and gains/losses on asset sales are non-operating. Wages utilities rent and COGS are all operating expenses.
Income Statement,Components,Which of the following is a NON-OPERATING item on an income statement?,Rent expense,false,Non-operating items relate to FINANCING or INVESTING activities — not the main business. Interest expense (on debt) and gains/losses on asset sales are non-operating. Wages utilities rent and COGS are all operating expenses.
Cash Flow,Sections,Which section of the Cash Flow Statement includes the purchase of equipment?,Operating Activities,false,Purchasing equipment is an INVESTING activity — cash transactions involving the purchase and sale of long-term assets. Operating = day-to-day business. Financing = raising or repaying capital.
Cash Flow,Sections,Which section of the Cash Flow Statement includes the purchase of equipment?,Investing Activities,true,Purchasing equipment is an INVESTING activity — cash transactions involving the purchase and sale of long-term assets. Operating = day-to-day business. Financing = raising or repaying capital.
Cash Flow,Sections,Which section of the Cash Flow Statement includes the purchase of equipment?,Financing Activities,false,Purchasing equipment is an INVESTING activity — cash transactions involving the purchase and sale of long-term assets. Operating = day-to-day business. Financing = raising or repaying capital.
Cash Flow,Sections,Which section of the Cash Flow Statement includes the purchase of equipment?,It does not appear on the cash flow statement,false,Purchasing equipment is an INVESTING activity — cash transactions involving the purchase and sale of long-term assets. Operating = day-to-day business. Financing = raising or repaying capital.
Cash Flow,Sections,Paying dividends to shareholders appears in which section?,Operating Activities,false,Paying dividends is a FINANCING activity — returning cash to owners. Financing activities involve obtaining capital from or returning it to owners and creditors.
Cash Flow,Sections,Paying dividends to shareholders appears in which section?,Investing Activities,false,Paying dividends is a FINANCING activity — returning cash to owners. Financing activities involve obtaining capital from or returning it to owners and creditors.
Cash Flow,Sections,Paying dividends to shareholders appears in which section?,Financing Activities,true,Paying dividends is a FINANCING activity — returning cash to owners. Financing activities involve obtaining capital from or returning it to owners and creditors.
Cash Flow,Sections,Paying dividends to shareholders appears in which section?,It reduces Retained Earnings only — no cash flow effect,false,Paying dividends is a FINANCING activity — returning cash to owners. Financing activities involve obtaining capital from or returning it to owners and creditors.
Cash Flow,Indirect Method,In the indirect method of the cash flow statement depreciation expense is ADDED BACK to net income because...,It is a financing expense,false,Depreciation is a NON-CASH expense — no cash leaves the firm when depreciation is recorded. In the indirect method we start with net income (which already had depreciation deducted) and add it back to get to actual cash from operations.
Cash Flow,Indirect Method,In the indirect method of the cash flow statement depreciation expense is ADDED BACK to net income because...,It is a non-cash charge that was deducted from net income,true,Depreciation is a NON-CASH expense — no cash leaves the firm when depreciation is recorded. In the indirect method we start with net income (which already had depreciation deducted) and add it back to get to actual cash from operations.
Cash Flow,Indirect Method,In the indirect method of the cash flow statement depreciation expense is ADDED BACK to net income because...,GAAP requires it to be added back,false,Depreciation is a NON-CASH expense — no cash leaves the firm when depreciation is recorded. In the indirect method we start with net income (which already had depreciation deducted) and add it back to get to actual cash from operations.
Cash Flow,Indirect Method,In the indirect method of the cash flow statement depreciation expense is ADDED BACK to net income because...,It represents a tax benefit,false,Depreciation is a NON-CASH expense — no cash leaves the firm when depreciation is recorded. In the indirect method we start with net income (which already had depreciation deducted) and add it back to get to actual cash from operations.
Classification and Measurement,Accounts Receivable,The NET balance of Accounts Receivable on the balance sheet represents...,The total amount all customers owe,false,Net A/R = Gross A/R MINUS the Allowance for Uncollectible Accounts. Net means something was subtracted. This net realizable value is the amount the firm actually EXPECTS to collect — not the gross amount owed.
Classification and Measurement,Accounts Receivable,The NET balance of Accounts Receivable on the balance sheet represents...,Gross A/R minus the Allowance for Uncollectible Accounts,true,Net A/R = Gross A/R MINUS the Allowance for Uncollectible Accounts. Net means something was subtracted. This net realizable value is the amount the firm actually EXPECTS to collect — not the gross amount owed.
Classification and Measurement,Accounts Receivable,The NET balance of Accounts Receivable on the balance sheet represents...,Only cash already received from customers,false,Net A/R = Gross A/R MINUS the Allowance for Uncollectible Accounts. Net means something was subtracted. This net realizable value is the amount the firm actually EXPECTS to collect — not the gross amount owed.
Classification and Measurement,Accounts Receivable,The NET balance of Accounts Receivable on the balance sheet represents...,A/R net of all returned goods,false,Net A/R = Gross A/R MINUS the Allowance for Uncollectible Accounts. Net means something was subtracted. This net realizable value is the amount the firm actually EXPECTS to collect — not the gross amount owed.
Classification and Measurement,Accounts Receivable,Bad Debt Expense is recorded in the same period as the SALE (not when the customer defaults) because...,The IRS requires it,false,The MATCHING PRINCIPLE — the bad debt risk is created when the sale is made so the expense must match to that same period. Recording it only when the customer defaults would misstate the period of the sale.
Classification and Measurement,Accounts Receivable,Bad Debt Expense is recorded in the same period as the SALE (not when the customer defaults) because...,The matching principle requires expenses to be matched to the revenue they relate to,true,The MATCHING PRINCIPLE — the bad debt risk is created when the sale is made so the expense must match to that same period. Recording it only when the customer defaults would misstate the period of the sale.
